run,peak_infection,total_abx_days,abx_days_per_baby,selection_events,transmission_R,total_recoveries,cumulative_I_R,scenario,baseline,strategy,prevalence_I_R
42,3.0,212.0,21.2,5.0,48.0,25.0,109.0,Low_D,Low,D,0.07676056338028169
43,4.0,255.0,51.0,5.0,83.0,42.0,150.0,Low_D,Low,D,0.1056338028169014
44,4.0,355.0,44.38,10.0,63.0,33.0,115.0,Low_D,Low,D,0.08098591549295775
45,4.0,181.0,18.1,3.0,72.0,28.0,156.0,Low_D,Low,D,0.10985915492957747
46,4.0,295.0,29.5,4.0,76.0,38.0,143.0,Low_D,Low,D,0.10070422535211268
47,4.0,262.0,37.43,8.0,51.0,29.0,108.0,Low_D,Low,D,0.07605633802816901
48,5.0,336.0,336.0,14.0,55.0,40.0,74.0,Low_D,Low,D,0.05211267605633803
49,4.0,453.0,45.3,13.0,11.0,45.0,48.0,Low_D,Low,D,0.03380281690140845
50,4.0,252.0,126.0,12.0,40.0,29.0,55.0,Low_D,Low,D,0.03873239436619718
51,6.0,353.0,35.3,11.0,64.0,37.0,209.0,Low_D,Low,D,0.1471830985915493
52,4.0,332.0,66.4,7.0,78.0,41.0,193.0,Low_D,Low,D,0.1359154929577465
53,5.0,368.0,36.8,9.0,47.0,47.0,100.0,Low_D,Low,D,0.07042253521126761
54,4.0,324.0,324.0,9.0,36.0,31.0,91.0,Low_D,Low,D,0.06408450704225352
55,5.0,376.0,37.6,13.0,43.0,39.0,174.0,Low_D,Low,D,0.12253521126760564
56,4.0,196.0,32.67,5.0,82.0,34.0,111.0,Low_D,Low,D,0.07816901408450705
57,4.0,276.0,27.6,5.0,47.0,42.0,55.0,Low_D,Low,D,0.03873239436619718
58,6.0,267.0,33.38,6.0,86.0,39.0,216.0,Low_D,Low,D,0.15211267605633802
59,5.0,349.0,34.9,13.0,48.0,38.0,91.0,Low_D,Low,D,0.06408450704225352
60,5.0,370.0,37.0,10.0,47.0,37.0,111.0,Low_D,Low,D,0.07816901408450705
61,4.0,424.0,42.4,11.0,15.0,40.0,57.0,Low_D,Low,D,0.04014084507042254
62,3.0,243.0,60.75,13.0,54.0,39.0,71.0,Low_D,Low,D,0.05
63,3.0,233.0,77.67,8.0,52.0,25.0,88.0,Low_D,Low,D,0.061971830985915494
64,4.0,283.0,28.3,5.0,47.0,37.0,93.0,Low_D,Low,D,0.06549295774647887
65,4.0,407.0,58.14,9.0,28.0,42.0,36.0,Low_D,Low,D,0.02535211267605634
66,5.0,343.0,85.75,7.0,19.0,38.0,36.0,Low_D,Low,D,0.02535211267605634
67,4.0,328.0,65.6,7.0,48.0,45.0,73.0,Low_D,Low,D,0.05140845070422535
68,3.0,287.0,287.0,7.0,66.0,34.0,93.0,Low_D,Low,D,0.06549295774647887
69,5.0,303.0,30.3,15.0,19.0,35.0,32.0,Low_D,Low,D,0.022535211267605635
70,4.0,420.0,42.0,11.0,35.0,44.0,101.0,Low_D,Low,D,0.07112676056338028
71,4.0,410.0,45.56,11.0,44.0,44.0,71.0,Low_D,Low,D,0.05
72,5.0,414.0,41.4,7.0,8.0,43.0,40.0,Low_D,Low,D,0.028169014084507043
73,5.0,323.0,32.3,7.0,57.0,39.0,160.0,Low_D,Low,D,0.11267605633802817
74,4.0,361.0,36.1,12.0,30.0,38.0,50.0,Low_D,Low,D,0.035211267605633804
75,4.0,345.0,34.5,9.0,45.0,34.0,113.0,Low_D,Low,D,0.0795774647887324
76,6.0,365.0,52.14,8.0,62.0,32.0,215.0,Low_D,Low,D,0.15140845070422534
77,5.0,375.0,37.5,10.0,39.0,39.0,64.0,Low_D,Low,D,0.04507042253521127
78,4.0,275.0,27.5,10.0,57.0,21.0,87.0,Low_D,Low,D,0.06126760563380282
79,4.0,338.0,56.33,10.0,52.0,32.0,97.0,Low_D,Low,D,0.06830985915492958
80,5.0,174.0,19.33,2.0,74.0,29.0,123.0,Low_D,Low,D,0.08661971830985915
81,4.0,231.0,231.0,6.0,58.0,28.0,113.0,Low_D,Low,D,0.0795774647887324
82,4.0,271.0,27.1,8.0,79.0,38.0,122.0,Low_D,Low,D,0.08591549295774648
83,4.0,145.0,48.33,6.0,33.0,23.0,55.0,Low_D,Low,D,0.03873239436619718
84,4.0,327.0,46.71,5.0,66.0,47.0,107.0,Low_D,Low,D,0.07535211267605633
85,4.0,253.0,253.0,4.0,75.0,42.0,133.0,Low_D,Low,D,0.09366197183098592
86,4.0,356.0,356.0,10.0,28.0,36.0,69.0,Low_D,Low,D,0.048591549295774646
87,4.0,323.0,40.38,11.0,56.0,37.0,128.0,Low_D,Low,D,0.09014084507042254
88,4.0,246.0,49.2,4.0,61.0,34.0,121.0,Low_D,Low,D,0.0852112676056338
89,5.0,195.0,97.5,1.0,67.0,22.0,171.0,Low_D,Low,D,0.12042253521126761
90,5.0,426.0,42.6,14.0,29.0,39.0,51.0,Low_D,Low,D,0.03591549295774648
91,3.0,282.0,Inf,12.0,31.0,27.0,55.0,Low_D,Low,D,0.03873239436619718
92,6.0,332.0,33.2,5.0,77.0,41.0,210.0,Low_D,Low,D,0.14788732394366197
93,4.0,335.0,Inf,11.0,34.0,39.0,86.0,Low_D,Low,D,0.06056338028169014
94,4.0,184.0,184.0,8.0,64.0,27.0,111.0,Low_D,Low,D,0.07816901408450705
95,5.0,258.0,25.8,5.0,89.0,37.0,201.0,Low_D,Low,D,0.1415492957746479
96,5.0,278.0,27.8,7.0,42.0,44.0,56.0,Low_D,Low,D,0.03943661971830986
97,5.0,362.0,36.2,8.0,56.0,29.0,156.0,Low_D,Low,D,0.10985915492957747
98,4.0,261.0,Inf,9.0,77.0,36.0,106.0,Low_D,Low,D,0.07464788732394366
99,6.0,315.0,31.5,10.0,51.0,35.0,149.0,Low_D,Low,D,0.10492957746478873
100,3.0,275.0,39.29,10.0,48.0,23.0,66.0,Low_D,Low,D,0.04647887323943662
1,4.0,264.0,26.4,4.0,71.0,40.0,163.0,Low_G,Low,G,0.1147887323943662
2,4.0,165.0,16.5,2.0,36.0,17.0,90.0,Low_G,Low,G,0.06338028169014084
3,4.0,249.0,49.8,2.0,64.0,29.0,96.0,Low_G,Low,G,0.0676056338028169
4,4.0,234.0,58.5,6.0,88.0,43.0,140.0,Low_G,Low,G,0.09859154929577464
5,5.0,285.0,28.5,7.0,57.0,40.0,131.0,Low_G,Low,G,0.09225352112676057
6,6.0,355.0,35.5,8.0,41.0,35.0,107.0,Low_G,Low,G,0.07535211267605633
7,5.0,329.0,Inf,9.0,61.0,27.0,92.0,Low_G,Low,G,0.0647887323943662
8,4.0,317.0,63.4,11.0,13.0,32.0,43.0,Low_G,Low,G,0.03028169014084507
9,4.0,188.0,31.33,3.0,70.0,24.0,117.0,Low_G,Low,G,0.0823943661971831
10,5.0,332.0,47.43,6.0,31.0,32.0,60.0,Low_G,Low,G,0.04225352112676056
11,4.0,330.0,33.0,11.0,51.0,30.0,143.0,Low_G,Low,G,0.10070422535211268
12,6.0,199.0,19.9,6.0,46.0,25.0,140.0,Low_G,Low,G,0.09859154929577464
13,6.0,115.0,23.0,3.0,3.0,13.0,27.0,Low_G,Low,G,0.019014084507042252
14,3.0,177.0,59.0,6.0,41.0,18.0,102.0,Low_G,Low,G,0.07183098591549296
15,5.0,238.0,29.75,5.0,54.0,25.0,92.0,Low_G,Low,G,0.0647887323943662
16,4.0,304.0,101.33,4.0,63.0,33.0,122.0,Low_G,Low,G,0.08591549295774648
17,4.0,288.0,28.8,6.0,63.0,33.0,141.0,Low_G,Low,G,0.09929577464788733
18,5.0,241.0,24.1,2.0,100.0,33.0,218.0,Low_G,Low,G,0.15352112676056337
19,4.0,207.0,41.4,4.0,35.0,31.0,67.0,Low_G,Low,G,0.047183098591549295
20,5.0,248.0,24.8,5.0,2.0,25.0,19.0,Low_G,Low,G,0.013380281690140845
21,4.0,450.0,45.0,10.0,21.0,46.0,53.0,Low_G,Low,G,0.03732394366197183
22,3.0,155.0,31.0,8.0,3.0,12.0,5.0,Low_G,Low,G,0.0035211267605633804
23,6.0,331.0,33.1,6.0,67.0,30.0,133.0,Low_G,Low,G,0.09366197183098592
24,5.0,282.0,28.2,7.0,80.0,43.0,177.0,Low_G,Low,G,0.12464788732394366
25,5.0,266.0,26.6,4.0,98.0,39.0,187.0,Low_G,Low,G,0.1316901408450704
26,4.0,257.0,25.7,5.0,76.0,35.0,124.0,Low_G,Low,G,0.08732394366197183
27,4.0,252.0,25.2,4.0,40.0,32.0,78.0,Low_G,Low,G,0.054929577464788736
28,4.0,300.0,300.0,9.0,48.0,34.0,97.0,Low_G,Low,G,0.06830985915492958
29,4.0,365.0,52.14,9.0,37.0,36.0,73.0,Low_G,Low,G,0.05140845070422535
30,5.0,316.0,52.67,6.0,41.0,30.0,105.0,Low_G,Low,G,0.07394366197183098
31,4.0,412.0,82.4,17.0,15.0,32.0,43.0,Low_G,Low,G,0.03028169014084507
32,4.0,289.0,289.0,8.0,34.0,32.0,70.0,Low_G,Low,G,0.04929577464788732
33,5.0,343.0,343.0,5.0,67.0,37.0,163.0,Low_G,Low,G,0.1147887323943662
34,4.0,256.0,25.6,7.0,47.0,36.0,105.0,Low_G,Low,G,0.07394366197183098
35,6.0,280.0,28.0,5.0,71.0,40.0,184.0,Low_G,Low,G,0.1295774647887324
36,8.0,238.0,23.8,3.0,97.0,45.0,281.0,Low_G,Low,G,0.19788732394366196
37,5.0,181.0,18.1,5.0,66.0,30.0,133.0,Low_G,Low,G,0.09366197183098592
38,4.0,370.0,37.0,6.0,19.0,39.0,44.0,Low_G,Low,G,0.030985915492957747
39,4.0,400.0,40.0,7.0,47.0,52.0,150.0,Low_G,Low,G,0.1056338028169014
40,5.0,300.0,300.0,12.0,57.0,27.0,135.0,Low_G,Low,G,0.09507042253521127
41,5.0,362.0,120.67,9.0,25.0,39.0,76.0,Low_G,Low,G,0.05352112676056338
42,7.0,328.0,32.8,7.0,61.0,45.0,218.0,Low_G,Low,G,0.15352112676056337
43,5.0,164.0,82.0,4.0,71.0,25.0,125.0,Low_G,Low,G,0.0880281690140845
44,4.0,224.0,22.4,4.0,43.0,25.0,120.0,Low_G,Low,G,0.08450704225352113
45,4.0,181.0,18.1,8.0,38.0,18.0,74.0,Low_G,Low,G,0.05211267605633803
46,4.0,271.0,38.71,10.0,48.0,34.0,125.0,Low_G,Low,G,0.0880281690140845
47,5.0,314.0,34.89,4.0,57.0,33.0,117.0,Low_G,Low,G,0.0823943661971831
48,4.0,233.0,233.0,4.0,73.0,35.0,127.0,Low_G,Low,G,0.08943661971830986
49,5.0,369.0,36.9,6.0,44.0,50.0,96.0,Low_G,Low,G,0.0676056338028169
50,6.0,300.0,30.0,7.0,58.0,37.0,129.0,Low_G,Low,G,0.09084507042253522
51,4.0,148.0,24.67,2.0,17.0,16.0,24.0,Low_G,Low,G,0.016901408450704224
52,5.0,252.0,50.4,7.0,76.0,32.0,123.0,Low_G,Low,G,0.08661971830985915
53,6.0,201.0,50.25,3.0,82.0,40.0,169.0,Low_G,Low,G,0.11901408450704225
54,3.0,307.0,30.7,9.0,49.0,39.0,95.0,Low_G,Low,G,0.06690140845070422
55,6.0,295.0,29.5,5.0,69.0,39.0,160.0,Low_G,Low,G,0.11267605633802817
56,2.0,200.0,200.0,4.0,24.0,21.0,32.0,Low_G,Low,G,0.022535211267605635
57,5.0,351.0,35.1,8.0,36.0,33.0,81.0,Low_G,Low,G,0.05704225352112676
58,5.0,240.0,24.0,10.0,78.0,36.0,140.0,Low_G,Low,G,0.09859154929577464
59,4.0,151.0,30.2,5.0,27.0,21.0,63.0,Low_G,Low,G,0.044366197183098595
60,5.0,284.0,28.4,6.0,77.0,36.0,190.0,Low_G,Low,G,0.13380281690140844
61,4.0,360.0,51.43,13.0,36.0,30.0,70.0,Low_G,Low,G,0.04929577464788732
62,4.0,245.0,24.5,4.0,63.0,27.0,93.0,Low_G,Low,G,0.06549295774647887
63,4.0,333.0,37.0,6.0,34.0,33.0,88.0,Low_G,Low,G,0.061971830985915494
64,3.0,191.0,19.1,5.0,37.0,30.0,41.0,Low_G,Low,G,0.028873239436619718
65,3.0,241.0,60.25,12.0,19.0,26.0,44.0,Low_G,Low,G,0.030985915492957747
66,4.0,162.0,16.2,3.0,35.0,25.0,78.0,Low_G,Low,G,0.054929577464788736
67,5.0,436.0,43.6,12.0,32.0,43.0,77.0,Low_G,Low,G,0.054225352112676053
68,4.0,185.0,18.5,0.0,97.0,39.0,183.0,Low_G,Low,G,0.1288732394366197
69,5.0,266.0,26.6,7.0,83.0,40.0,168.0,Low_G,Low,G,0.11830985915492957
70,5.0,243.0,24.3,7.0,38.0,25.0,66.0,Low_G,Low,G,0.04647887323943662
71,5.0,249.0,41.5,3.0,67.0,41.0,103.0,Low_G,Low,G,0.07253521126760563
72,6.0,251.0,25.1,6.0,57.0,29.0,179.0,Low_G,Low,G,0.126056338028169
73,5.0,284.0,28.4,13.0,66.0,37.0,130.0,Low_G,Low,G,0.09154929577464789
74,4.0,207.0,34.5,9.0,19.0,25.0,53.0,Low_G,Low,G,0.03732394366197183
75,4.0,211.0,21.1,5.0,14.0,23.0,27.0,Low_G,Low,G,0.019014084507042252
76,4.0,292.0,29.2,9.0,71.0,34.0,151.0,Low_G,Low,G,0.10633802816901408
77,4.0,277.0,277.0,6.0,24.0,30.0,55.0,Low_G,Low,G,0.03873239436619718
78,4.0,283.0,40.43,7.0,69.0,43.0,117.0,Low_G,Low,G,0.0823943661971831
79,5.0,135.0,13.5,4.0,65.0,27.0,98.0,Low_G,Low,G,0.06901408450704226
80,4.0,257.0,28.56,6.0,54.0,28.0,112.0,Low_G,Low,G,0.07887323943661972
81,3.0,299.0,33.22,10.0,44.0,33.0,93.0,Low_G,Low,G,0.06549295774647887
82,5.0,235.0,23.5,5.0,83.0,37.0,187.0,Low_G,Low,G,0.1316901408450704
83,5.0,296.0,59.2,10.0,30.0,29.0,92.0,Low_G,Low,G,0.0647887323943662
84,4.0,348.0,87.0,9.0,23.0,37.0,65.0,Low_G,Low,G,0.045774647887323945
85,4.0,240.0,60.0,3.0,80.0,32.0,106.0,Low_G,Low,G,0.07464788732394366
86,5.0,236.0,39.33,5.0,56.0,28.0,97.0,Low_G,Low,G,0.06830985915492958
87,6.0,331.0,66.2,11.0,55.0,33.0,162.0,Low_G,Low,G,0.11408450704225352
88,5.0,373.0,37.3,10.0,27.0,43.0,52.0,Low_G,Low,G,0.036619718309859155
89,4.0,250.0,41.67,6.0,54.0,31.0,109.0,Low_G,Low,G,0.07676056338028169
90,5.0,228.0,22.8,9.0,72.0,38.0,164.0,Low_G,Low,G,0.11549295774647887
91,4.0,406.0,40.6,13.0,17.0,46.0,51.0,Low_G,Low,G,0.03591549295774648
92,4.0,307.0,30.7,7.0,43.0,35.0,94.0,Low_G,Low,G,0.06619718309859154
93,5.0,377.0,37.7,5.0,44.0,42.0,94.0,Low_G,Low,G,0.06619718309859154
94,4.0,290.0,96.67,7.0,72.0,31.0,127.0,Low_G,Low,G,0.08943661971830986
95,3.0,241.0,120.5,5.0,58.0,27.0,106.0,Low_G,Low,G,0.07464788732394366
96,4.0,240.0,80.0,8.0,49.0,28.0,97.0,Low_G,Low,G,0.06830985915492958
97,4.0,395.0,39.5,10.0,30.0,44.0,66.0,Low_G,Low,G,0.04647887323943662
98,4.0,472.0,94.4,9.0,23.0,33.0,68.0,Low_G,Low,G,0.04788732394366197
99,3.0,278.0,139.0,5.0,27.0,32.0,60.0,Low_G,Low,G,0.04225352112676056
100,6.0,273.0,54.6,6.0,48.0,38.0,116.0,Low_G,Low,G,0.08169014084507042
1,6.0,265.0,26.5,5.0,125.0,42.0,265.0,Low_E,Low,E,0.18661971830985916
2,5.0,246.0,24.6,2.0,107.0,44.0,210.0,Low_E,Low,E,0.14788732394366197
3,5.0,368.0,36.8,6.0,84.0,42.0,205.0,Low_E,Low,E,0.1443661971830986
4,6.0,329.0,32.9,5.0,86.0,49.0,180.0,Low_E,Low,E,0.1267605633802817
5,5.0,295.0,29.5,8.0,106.0,39.0,195.0,Low_E,Low,E,0.13732394366197184
6,5.0,321.0,64.2,10.0,78.0,49.0,170.0,Low_E,Low,E,0.11971830985915492
7,6.0,475.0,47.5,16.0,42.0,53.0,95.0,Low_E,Low,E,0.06690140845070422
8,5.0,368.0,368.0,11.0,64.0,48.0,105.0,Low_E,Low,E,0.07394366197183098
9,4.0,416.0,41.6,5.0,67.0,54.0,86.0,Low_E,Low,E,0.06056338028169014
10,5.0,276.0,27.6,3.0,115.0,46.0,246.0,Low_E,Low,E,0.1732394366197183
11,5.0,378.0,75.6,10.0,77.0,49.0,183.0,Low_E,Low,E,0.1288732394366197
12,4.0,315.0,315.0,8.0,79.0,34.0,188.0,Low_E,Low,E,0.1323943661971831
13,5.0,290.0,36.25,8.0,101.0,47.0,165.0,Low_E,Low,E,0.11619718309859155
14,5.0,246.0,24.6,8.0,115.0,37.0,257.0,Low_E,Low,E,0.18098591549295776
15,6.0,361.0,36.1,6.0,95.0,49.0,221.0,Low_E,Low,E,0.1556338028169014
16,4.0,493.0,49.3,21.0,46.0,46.0,120.0,Low_E,Low,E,0.08450704225352113
17,5.0,462.0,46.2,14.0,36.0,43.0,94.0,Low_E,Low,E,0.06619718309859154
18,5.0,505.0,84.17,13.0,25.0,46.0,73.0,Low_E,Low,E,0.05140845070422535
19,6.0,573.0,57.3,13.0,13.0,54.0,69.0,Low_E,Low,E,0.048591549295774646
20,6.0,293.0,32.56,4.0,100.0,39.0,226.0,Low_E,Low,E,0.1591549295774648
21,4.0,428.0,142.67,8.0,50.0,55.0,63.0,Low_E,Low,E,0.044366197183098595
22,6.0,399.0,39.9,10.0,74.0,49.0,138.0,Low_E,Low,E,0.09718309859154929
23,5.0,301.0,30.1,6.0,95.0,39.0,213.0,Low_E,Low,E,0.15
24,5.0,493.0,164.33,12.0,54.0,53.0,108.0,Low_E,Low,E,0.07605633802816901
25,5.0,557.0,55.7,17.0,35.0,70.0,78.0,Low_E,Low,E,0.054929577464788736
26,5.0,309.0,30.9,5.0,117.0,48.0,250.0,Low_E,Low,E,0.176056338028169
27,4.0,507.0,50.7,15.0,43.0,54.0,99.0,Low_E,Low,E,0.06971830985915493
28,5.0,275.0,30.56,9.0,102.0,42.0,171.0,Low_E,Low,E,0.12042253521126761
29,5.0,323.0,161.5,6.0,79.0,41.0,155.0,Low_E,Low,E,0.10915492957746478
30,4.0,322.0,32.2,7.0,88.0,45.0,191.0,Low_E,Low,E,0.13450704225352111
31,5.0,337.0,168.5,8.0,55.0,41.0,85.0,Low_E,Low,E,0.05985915492957746
32,6.0,200.0,66.67,4.0,74.0,32.0,147.0,Low_E,Low,E,0.10352112676056338
33,4.0,207.0,69.0,7.0,107.0,37.0,197.0,Low_E,Low,E,0.1387323943661972
34,5.0,438.0,43.8,10.0,55.0,52.0,108.0,Low_E,Low,E,0.07605633802816901
35,4.0,283.0,28.3,6.0,89.0,39.0,188.0,Low_E,Low,E,0.1323943661971831
36,5.0,412.0,68.67,8.0,74.0,43.0,186.0,Low_E,Low,E,0.13098591549295774
37,5.0,254.0,Inf,8.0,89.0,32.0,102.0,Low_E,Low,E,0.07183098591549296
38,6.0,309.0,38.62,9.0,91.0,39.0,229.0,Low_E,Low,E,0.16126760563380282
39,5.0,387.0,387.0,9.0,58.0,41.0,118.0,Low_E,Low,E,0.08309859154929577
40,5.0,377.0,377.0,11.0,51.0,43.0,137.0,Low_E,Low,E,0.09647887323943662
41,4.0,371.0,61.83,14.0,65.0,37.0,109.0,Low_E,Low,E,0.07676056338028169
42,5.0,262.0,131.0,2.0,121.0,39.0,241.0,Low_E,Low,E,0.16971830985915493
43,5.0,451.0,90.2,9.0,47.0,46.0,138.0,Low_E,Low,E,0.09718309859154929
44,6.0,293.0,29.3,6.0,102.0,48.0,163.0,Low_E,Low,E,0.1147887323943662
45,6.0,286.0,286.0,9.0,93.0,37.0,157.0,Low_E,Low,E,0.11056338028169015
46,4.0,324.0,32.4,10.0,84.0,49.0,149.0,Low_E,Low,E,0.10492957746478873
47,5.0,231.0,23.1,1.0,108.0,41.0,215.0,Low_E,Low,E,0.15140845070422534
48,5.0,283.0,47.17,3.0,97.0,44.0,172.0,Low_E,Low,E,0.12112676056338029
49,4.0,346.0,49.43,5.0,85.0,35.0,163.0,Low_E,Low,E,0.1147887323943662
50,5.0,468.0,46.8,13.0,71.0,52.0,140.0,Low_E,Low,E,0.09859154929577464
51,4.0,434.0,43.4,18.0,66.0,55.0,101.0,Low_E,Low,E,0.07112676056338028
52,5.0,353.0,50.43,10.0,96.0,51.0,145.0,Low_E,Low,E,0.10211267605633803
53,5.0,336.0,336.0,8.0,88.0,51.0,141.0,Low_E,Low,E,0.09929577464788733
54,4.0,482.0,48.2,16.0,17.0,41.0,50.0,Low_E,Low,E,0.035211267605633804
55,7.0,433.0,48.11,12.0,38.0,43.0,77.0,Low_E,Low,E,0.054225352112676053
56,6.0,256.0,85.33,3.0,102.0,38.0,200.0,Low_E,Low,E,0.14084507042253522
57,5.0,466.0,46.6,16.0,51.0,43.0,71.0,Low_E,Low,E,0.05
58,4.0,318.0,63.6,7.0,92.0,44.0,123.0,Low_E,Low,E,0.08661971830985915
59,5.0,268.0,44.67,3.0,110.0,44.0,201.0,Low_E,Low,E,0.1415492957746479
60,5.0,262.0,26.2,4.0,112.0,43.0,208.0,Low_E,Low,E,0.14647887323943662
61,5.0,278.0,278.0,4.0,89.0,40.0,133.0,Low_E,Low,E,0.09366197183098592
62,4.0,422.0,42.2,15.0,58.0,50.0,98.0,Low_E,Low,E,0.06901408450704226
63,4.0,261.0,26.1,7.0,87.0,45.0,144.0,Low_E,Low,E,0.10140845070422536
64,5.0,520.0,52.0,12.0,20.0,51.0,79.0,Low_E,Low,E,0.05563380281690141
65,5.0,213.0,35.5,2.0,111.0,44.0,179.0,Low_E,Low,E,0.126056338028169
66,6.0,285.0,28.5,6.0,116.0,39.0,293.0,Low_E,Low,E,0.2063380281690141
67,4.0,467.0,77.83,7.0,27.0,56.0,33.0,Low_E,Low,E,0.02323943661971831
68,5.0,379.0,37.9,13.0,83.0,46.0,210.0,Low_E,Low,E,0.14788732394366197
69,4.0,241.0,241.0,5.0,97.0,36.0,169.0,Low_E,Low,E,0.11901408450704225
70,5.0,428.0,42.8,12.0,66.0,41.0,191.0,Low_E,Low,E,0.13450704225352111
71,5.0,575.0,57.5,18.0,24.0,44.0,37.0,Low_E,Low,E,0.026056338028169014
72,5.0,438.0,43.8,11.0,66.0,44.0,142.0,Low_E,Low,E,0.1
73,6.0,334.0,41.75,9.0,105.0,47.0,281.0,Low_E,Low,E,0.19788732394366196
74,7.0,317.0,31.7,3.0,111.0,45.0,275.0,Low_E,Low,E,0.1936619718309859
75,4.0,416.0,41.6,11.0,70.0,42.0,150.0,Low_E,Low,E,0.1056338028169014
76,5.0,367.0,40.78,9.0,93.0,48.0,193.0,Low_E,Low,E,0.1359154929577465
77,7.0,224.0,22.4,5.0,103.0,33.0,236.0,Low_E,Low,E,0.16619718309859155
78,5.0,296.0,49.33,7.0,106.0,42.0,202.0,Low_E,Low,E,0.14225352112676057
79,5.0,309.0,61.8,4.0,93.0,47.0,211.0,Low_E,Low,E,0.14859154929577464
80,5.0,474.0,47.4,12.0,48.0,53.0,94.0,Low_E,Low,E,0.06619718309859154
81,4.0,276.0,27.6,5.0,79.0,40.0,154.0,Low_E,Low,E,0.10845070422535211
82,6.0,325.0,108.33,9.0,101.0,43.0,250.0,Low_E,Low,E,0.176056338028169
83,5.0,264.0,26.4,6.0,94.0,41.0,178.0,Low_E,Low,E,0.12535211267605634
84,5.0,417.0,41.7,11.0,61.0,49.0,155.0,Low_E,Low,E,0.10915492957746478
85,5.0,245.0,81.67,4.0,114.0,42.0,237.0,Low_E,Low,E,0.16690140845070423
86,5.0,503.0,50.3,13.0,29.0,58.0,130.0,Low_E,Low,E,0.09154929577464789
87,7.0,329.0,32.9,7.0,100.0,52.0,255.0,Low_E,Low,E,0.1795774647887324
88,6.0,410.0,41.0,18.0,75.0,57.0,173.0,Low_E,Low,E,0.12183098591549296
89,5.0,236.0,Inf,4.0,102.0,33.0,179.0,Low_E,Low,E,0.126056338028169
90,5.0,299.0,74.75,7.0,107.0,41.0,217.0,Low_E,Low,E,0.1528169014084507
91,5.0,321.0,53.5,10.0,102.0,46.0,257.0,Low_E,Low,E,0.18098591549295776
92,5.0,349.0,87.25,6.0,85.0,49.0,143.0,Low_E,Low,E,0.10070422535211268
93,4.0,354.0,177.0,6.0,97.0,51.0,148.0,Low_E,Low,E,0.10422535211267606
94,6.0,579.0,57.9,22.0,19.0,57.0,70.0,Low_E,Low,E,0.04929577464788732
95,6.0,414.0,41.4,11.0,55.0,36.0,119.0,Low_E,Low,E,0.08380281690140845
96,6.0,543.0,54.3,11.0,33.0,53.0,93.0,Low_E,Low,E,0.06549295774647887
97,5.0,426.0,85.2,13.0,71.0,49.0,150.0,Low_E,Low,E,0.1056338028169014
98,4.0,262.0,262.0,5.0,86.0,40.0,132.0,Low_E,Low,E,0.09295774647887324
99,5.0,268.0,53.6,7.0,99.0,38.0,204.0,Low_E,Low,E,0.14366197183098592
100,4.0,430.0,43.0,12.0,44.0,49.0,125.0,Low_E,Low,E,0.0880281690140845
1,5.0,235.0,23.5,5.0,24.0,49.0,51.0,Low_F,Low,F,0.03591549295774648
2,5.0,268.0,33.5,8.0,41.0,58.0,80.0,Low_F,Low,F,0.056338028169014086
3,4.0,270.0,27.0,5.0,28.0,52.0,45.0,Low_F,Low,F,0.03169014084507042
4,5.0,218.0,21.8,2.0,76.0,53.0,164.0,Low_F,Low,F,0.11549295774647887
5,5.0,255.0,63.75,5.0,11.0,43.0,44.0,Low_F,Low,F,0.030985915492957747
6,4.0,258.0,28.67,4.0,13.0,54.0,32.0,Low_F,Low,F,0.022535211267605635
7,5.0,228.0,114.0,3.0,41.0,44.0,100.0,Low_F,Low,F,0.07042253521126761
8,4.0,223.0,55.75,10.0,36.0,43.0,76.0,Low_F,Low,F,0.05352112676056338
9,5.0,267.0,267.0,8.0,20.0,57.0,39.0,Low_F,Low,F,0.027464788732394368
10,4.0,252.0,42.0,3.0,17.0,53.0,39.0,Low_F,Low,F,0.027464788732394368
11,4.0,250.0,25.0,10.0,22.0,63.0,43.0,Low_F,Low,F,0.03028169014084507
12,4.0,208.0,41.6,4.0,68.0,47.0,158.0,Low_F,Low,F,0.11126760563380282
13,6.0,237.0,118.5,2.0,6.0,51.0,10.0,Low_F,Low,F,0.007042253521126761
14,4.0,268.0,53.6,7.0,13.0,55.0,11.0,Low_F,Low,F,0.007746478873239437
15,5.0,165.0,27.5,2.0,112.0,46.0,158.0,Low_F,Low,F,0.11126760563380282
16,5.0,161.0,161.0,0.0,97.0,34.0,199.0,Low_F,Low,F,0.14014084507042254
17,4.0,241.0,48.2,5.0,7.0,54.0,16.0,Low_F,Low,F,0.011267605633802818
18,6.0,237.0,23.7,4.0,37.0,51.0,60.0,Low_F,Low,F,0.04225352112676056
19,4.0,268.0,38.29,3.0,10.0,57.0,12.0,Low_F,Low,F,0.008450704225352112
20,4.0,307.0,30.7,8.0,4.0,51.0,32.0,Low_F,Low,F,0.022535211267605635
21,6.0,168.0,18.67,3.0,98.0,38.0,214.0,Low_F,Low,F,0.15070422535211267
22,5.0,265.0,26.5,6.0,24.0,45.0,40.0,Low_F,Low,F,0.028169014084507043
23,4.0,174.0,58.0,3.0,66.0,44.0,99.0,Low_F,Low,F,0.06971830985915493
24,5.0,257.0,42.83,3.0,6.0,52.0,26.0,Low_F,Low,F,0.018309859154929577
25,4.0,163.0,16.3,2.0,98.0,53.0,193.0,Low_F,Low,F,0.1359154929577465
