run,peak_infection,total_abx_days,abx_days_per_baby,selection_events,transmission_R,total_recoveries,cumulative_I_R,scenario,baseline,strategy,prevalence_I_R
26,5.0,216.0,21.6,9.0,61.0,45.0,126.0,Low_F,Low,F,0.08873239436619719
27,5.0,259.0,25.9,11.0,44.0,59.0,130.0,Low_F,Low,F,0.09154929577464789
28,4.0,289.0,28.9,6.0,38.0,65.0,88.0,Low_F,Low,F,0.061971830985915494
29,6.0,212.0,26.5,5.0,50.0,46.0,92.0,Low_F,Low,F,0.0647887323943662
30,5.0,259.0,25.9,5.0,3.0,59.0,9.0,Low_F,Low,F,0.006338028169014085
31,4.0,244.0,34.86,4.0,6.0,48.0,17.0,Low_F,Low,F,0.011971830985915493
32,4.0,156.0,156.0,4.0,70.0,35.0,122.0,Low_F,Low,F,0.08591549295774648
33,5.0,238.0,23.8,3.0,81.0,47.0,158.0,Low_F,Low,F,0.11126760563380282
34,6.0,227.0,32.43,2.0,60.0,58.0,101.0,Low_F,Low,F,0.07112676056338028
35,5.0,265.0,29.44,3.0,13.0,62.0,29.0,Low_F,Low,F,0.020422535211267606
36,5.0,198.0,66.0,6.0,31.0,44.0,78.0,Low_F,Low,F,0.054929577464788736
37,5.0,293.0,41.86,4.0,7.0,57.0,4.0,Low_F,Low,F,0.0028169014084507044
38,5.0,239.0,23.9,7.0,60.0,42.0,159.0,Low_F,Low,F,0.1119718309859155
39,5.0,155.0,77.5,2.0,91.0,42.0,143.0,Low_F,Low,F,0.10070422535211268
40,5.0,186.0,18.6,2.0,80.0,50.0,137.0,Low_F,Low,F,0.09647887323943662
41,4.0,195.0,32.5,5.0,84.0,50.0,171.0,Low_F,Low,F,0.12042253521126761
42,5.0,221.0,22.1,3.0,75.0,54.0,187.0,Low_F,Low,F,0.1316901408450704
43,4.0,262.0,26.2,7.0,18.0,60.0,36.0,Low_F,Low,F,0.02535211267605634
44,8.0,188.0,31.33,3.0,89.0,51.0,178.0,Low_F,Low,F,0.12535211267605634
45,5.0,289.0,28.9,8.0,12.0,54.0,44.0,Low_F,Low,F,0.030985915492957747
46,7.0,219.0,54.75,6.0,38.0,49.0,91.0,Low_F,Low,F,0.06408450704225352
47,5.0,249.0,62.25,3.0,13.0,57.0,13.0,Low_F,Low,F,0.009154929577464789
48,5.0,225.0,22.5,5.0,91.0,42.0,162.0,Low_F,Low,F,0.11408450704225352
49,5.0,291.0,72.75,5.0,9.0,53.0,12.0,Low_F,Low,F,0.008450704225352112
50,5.0,178.0,89.0,2.0,97.0,33.0,198.0,Low_F,Low,F,0.13943661971830987
51,4.0,283.0,28.3,5.0,10.0,49.0,27.0,Low_F,Low,F,0.019014084507042252
52,4.0,246.0,24.6,9.0,51.0,53.0,115.0,Low_F,Low,F,0.08098591549295775
53,5.0,183.0,22.88,2.0,111.0,40.0,173.0,Low_F,Low,F,0.12183098591549296
54,4.0,238.0,23.8,8.0,27.0,55.0,44.0,Low_F,Low,F,0.030985915492957747
55,5.0,274.0,30.44,7.0,43.0,54.0,67.0,Low_F,Low,F,0.047183098591549295
56,4.0,272.0,90.67,1.0,7.0,58.0,8.0,Low_F,Low,F,0.005633802816901409
57,5.0,224.0,22.4,4.0,87.0,43.0,197.0,Low_F,Low,F,0.1387323943661972
58,5.0,218.0,21.8,3.0,63.0,47.0,104.0,Low_F,Low,F,0.07323943661971831
59,5.0,183.0,45.75,3.0,73.0,47.0,155.0,Low_F,Low,F,0.10915492957746478
60,4.0,247.0,123.5,6.0,51.0,59.0,90.0,Low_F,Low,F,0.06338028169014084
61,5.0,214.0,21.4,1.0,44.0,59.0,78.0,Low_F,Low,F,0.054929577464788736
62,5.0,267.0,29.67,5.0,33.0,53.0,55.0,Low_F,Low,F,0.03873239436619718
63,5.0,277.0,46.17,6.0,23.0,47.0,49.0,Low_F,Low,F,0.03450704225352113
64,5.0,145.0,14.5,1.0,74.0,32.0,214.0,Low_F,Low,F,0.15070422535211267
65,4.0,239.0,23.9,2.0,24.0,43.0,68.0,Low_F,Low,F,0.04788732394366197
66,5.0,257.0,25.7,7.0,6.0,54.0,21.0,Low_F,Low,F,0.014788732394366197
67,6.0,232.0,23.2,3.0,93.0,56.0,247.0,Low_F,Low,F,0.17394366197183098
68,5.0,174.0,17.4,3.0,92.0,49.0,160.0,Low_F,Low,F,0.11267605633802817
69,5.0,162.0,32.4,5.0,51.0,37.0,134.0,Low_F,Low,F,0.09436619718309859
70,5.0,223.0,22.3,3.0,57.0,46.0,117.0,Low_F,Low,F,0.0823943661971831
71,4.0,199.0,19.9,6.0,47.0,51.0,94.0,Low_F,Low,F,0.06619718309859154
72,6.0,210.0,105.0,4.0,81.0,47.0,167.0,Low_F,Low,F,0.1176056338028169
73,5.0,170.0,56.67,1.0,102.0,35.0,202.0,Low_F,Low,F,0.14225352112676057
74,4.0,238.0,79.33,10.0,6.0,42.0,7.0,Low_F,Low,F,0.004929577464788733
75,4.0,195.0,39.0,7.0,89.0,34.0,159.0,Low_F,Low,F,0.1119718309859155
76,5.0,272.0,27.2,4.0,6.0,56.0,5.0,Low_F,Low,F,0.0035211267605633804
77,6.0,190.0,19.0,4.0,104.0,42.0,218.0,Low_F,Low,F,0.15352112676056337
78,6.0,191.0,19.1,3.0,72.0,43.0,161.0,Low_F,Low,F,0.11338028169014085
79,4.0,250.0,35.71,7.0,30.0,58.0,54.0,Low_F,Low,F,0.038028169014084505
80,5.0,281.0,56.2,7.0,9.0,42.0,12.0,Low_F,Low,F,0.008450704225352112
81,4.0,185.0,18.5,3.0,83.0,45.0,136.0,Low_F,Low,F,0.09577464788732394
82,5.0,281.0,56.2,7.0,13.0,60.0,11.0,Low_F,Low,F,0.007746478873239437
83,5.0,219.0,219.0,8.0,7.0,41.0,32.0,Low_F,Low,F,0.022535211267605635
84,4.0,224.0,74.67,4.0,27.0,56.0,39.0,Low_F,Low,F,0.027464788732394368
85,5.0,179.0,17.9,2.0,76.0,45.0,156.0,Low_F,Low,F,0.10985915492957747
86,4.0,166.0,16.6,1.0,102.0,54.0,139.0,Low_F,Low,F,0.09788732394366197
87,6.0,172.0,57.33,3.0,84.0,46.0,147.0,Low_F,Low,F,0.10352112676056338
88,4.0,246.0,24.6,4.0,21.0,53.0,62.0,Low_F,Low,F,0.04366197183098591
89,5.0,168.0,16.8,3.0,99.0,48.0,197.0,Low_F,Low,F,0.1387323943661972
90,4.0,270.0,27.0,9.0,5.0,43.0,17.0,Low_F,Low,F,0.011971830985915493
91,4.0,229.0,38.17,5.0,8.0,53.0,16.0,Low_F,Low,F,0.011267605633802818
92,4.0,163.0,16.3,5.0,99.0,40.0,197.0,Low_F,Low,F,0.1387323943661972
93,6.0,189.0,18.9,2.0,94.0,47.0,191.0,Low_F,Low,F,0.13450704225352111
94,5.0,231.0,38.5,4.0,77.0,57.0,134.0,Low_F,Low,F,0.09436619718309859
95,6.0,223.0,22.3,2.0,36.0,53.0,67.0,Low_F,Low,F,0.047183098591549295
96,7.0,168.0,16.8,2.0,105.0,47.0,255.0,Low_F,Low,F,0.1795774647887324
97,5.0,218.0,21.8,5.0,62.0,43.0,121.0,Low_F,Low,F,0.0852112676056338
98,5.0,260.0,26.0,4.0,9.0,69.0,16.0,Low_F,Low,F,0.011267605633802818
99,4.0,202.0,50.5,8.0,75.0,49.0,136.0,Low_F,Low,F,0.09577464788732394
100,6.0,277.0,27.7,3.0,13.0,60.0,35.0,Low_F,Low,F,0.02464788732394366
1,5.0,210.0,21.0,5.0,2.0,43.0,22.0,Low_H,Low,H,0.015492957746478873
2,4.0,177.0,17.7,4.0,8.0,42.0,7.0,Low_H,Low,H,0.004929577464788733
3,4.0,100.0,16.67,2.0,4.0,21.0,5.0,Low_H,Low,H,0.0035211267605633804
4,4.0,195.0,32.5,4.0,6.0,42.0,15.0,Low_H,Low,H,0.01056338028169014
5,5.0,154.0,15.4,4.0,7.0,26.0,19.0,Low_H,Low,H,0.013380281690140845
6,4.0,167.0,16.7,1.0,5.0,32.0,9.0,Low_H,Low,H,0.006338028169014085
7,4.0,118.0,11.8,4.0,48.0,35.0,77.0,Low_H,Low,H,0.054225352112676053
8,3.0,186.0,Inf,4.0,2.0,36.0,16.0,Low_H,Low,H,0.011267605633802818
9,5.0,152.0,15.2,3.0,76.0,31.0,120.0,Low_H,Low,H,0.08450704225352113
10,4.0,158.0,19.75,5.0,51.0,38.0,86.0,Low_H,Low,H,0.06056338028169014
11,5.0,153.0,19.12,2.0,75.0,35.0,149.0,Low_H,Low,H,0.10492957746478873
12,5.0,185.0,30.83,4.0,50.0,44.0,65.0,Low_H,Low,H,0.045774647887323945
13,4.0,166.0,27.67,1.0,2.0,34.0,3.0,Low_H,Low,H,0.002112676056338028
14,4.0,199.0,19.9,6.0,25.0,46.0,59.0,Low_H,Low,H,0.04154929577464789
15,5.0,185.0,18.5,2.0,46.0,41.0,108.0,Low_H,Low,H,0.07605633802816901
16,4.0,197.0,32.83,4.0,16.0,36.0,36.0,Low_H,Low,H,0.02535211267605634
17,3.0,131.0,13.1,5.0,4.0,36.0,12.0,Low_H,Low,H,0.008450704225352112
18,5.0,181.0,18.1,5.0,24.0,44.0,57.0,Low_H,Low,H,0.04014084507042254
19,5.0,184.0,18.4,1.0,102.0,42.0,245.0,Low_H,Low,H,0.17253521126760563
20,4.0,172.0,43.0,2.0,25.0,42.0,44.0,Low_H,Low,H,0.030985915492957747
21,4.0,217.0,21.7,5.0,15.0,34.0,29.0,Low_H,Low,H,0.020422535211267606
22,3.0,160.0,160.0,2.0,17.0,28.0,22.0,Low_H,Low,H,0.015492957746478873
23,5.0,156.0,15.6,5.0,76.0,33.0,180.0,Low_H,Low,H,0.1267605633802817
24,4.0,148.0,18.5,3.0,17.0,32.0,29.0,Low_H,Low,H,0.020422535211267606
25,3.0,173.0,43.25,3.0,12.0,28.0,36.0,Low_H,Low,H,0.02535211267605634
26,5.0,168.0,42.0,0.0,3.0,39.0,2.0,Low_H,Low,H,0.0014084507042253522
27,3.0,140.0,17.5,7.0,32.0,32.0,68.0,Low_H,Low,H,0.04788732394366197
28,4.0,196.0,19.6,6.0,6.0,48.0,19.0,Low_H,Low,H,0.013380281690140845
29,4.0,124.0,12.4,3.0,89.0,35.0,198.0,Low_H,Low,H,0.13943661971830987
30,5.0,166.0,20.75,1.0,39.0,38.0,83.0,Low_H,Low,H,0.05845070422535211
31,4.0,104.0,52.0,2.0,27.0,20.0,50.0,Low_H,Low,H,0.035211267605633804
32,7.0,163.0,16.3,3.0,26.0,39.0,79.0,Low_H,Low,H,0.05563380281690141
33,5.0,182.0,36.4,5.0,9.0,34.0,7.0,Low_H,Low,H,0.004929577464788733
34,5.0,183.0,30.5,1.0,67.0,35.0,144.0,Low_H,Low,H,0.10140845070422536
35,5.0,190.0,19.0,7.0,13.0,41.0,24.0,Low_H,Low,H,0.016901408450704224
36,4.0,148.0,14.8,4.0,70.0,39.0,191.0,Low_H,Low,H,0.13450704225352111
37,5.0,199.0,19.9,5.0,12.0,38.0,49.0,Low_H,Low,H,0.03450704225352113
38,4.0,141.0,28.2,3.0,39.0,29.0,89.0,Low_H,Low,H,0.06267605633802817
39,4.0,121.0,12.1,2.0,2.0,24.0,2.0,Low_H,Low,H,0.0014084507042253522
40,5.0,188.0,18.8,5.0,4.0,34.0,14.0,Low_H,Low,H,0.009859154929577466
41,5.0,160.0,16.0,2.0,23.0,29.0,53.0,Low_H,Low,H,0.03732394366197183
42,4.0,135.0,13.5,0.0,96.0,42.0,208.0,Low_H,Low,H,0.14647887323943662
43,4.0,196.0,19.6,5.0,42.0,40.0,82.0,Low_H,Low,H,0.057746478873239436
44,4.0,174.0,43.5,3.0,51.0,30.0,140.0,Low_H,Low,H,0.09859154929577464
45,5.0,132.0,13.2,2.0,91.0,37.0,255.0,Low_H,Low,H,0.1795774647887324
46,4.0,143.0,17.88,3.0,40.0,32.0,65.0,Low_H,Low,H,0.045774647887323945
47,5.0,132.0,26.4,0.0,33.0,33.0,29.0,Low_H,Low,H,0.020422535211267606
48,4.0,171.0,17.1,5.0,63.0,40.0,174.0,Low_H,Low,H,0.12253521126760564
49,6.0,125.0,15.62,2.0,78.0,27.0,168.0,Low_H,Low,H,0.11830985915492957
50,4.0,129.0,18.43,6.0,14.0,35.0,29.0,Low_H,Low,H,0.020422535211267606
51,4.0,138.0,138.0,3.0,31.0,22.0,65.0,Low_H,Low,H,0.045774647887323945
52,6.0,208.0,20.8,3.0,6.0,45.0,28.0,Low_H,Low,H,0.01971830985915493
53,3.0,95.0,47.5,1.0,5.0,28.0,4.0,Low_H,Low,H,0.0028169014084507044
54,5.0,156.0,31.2,2.0,108.0,36.0,224.0,Low_H,Low,H,0.15774647887323945
55,4.0,128.0,16.0,1.0,98.0,36.0,166.0,Low_H,Low,H,0.11690140845070422
56,5.0,199.0,99.5,3.0,16.0,38.0,22.0,Low_H,Low,H,0.015492957746478873
57,4.0,181.0,36.2,3.0,3.0,28.0,9.0,Low_H,Low,H,0.006338028169014085
58,3.0,180.0,18.0,2.0,12.0,32.0,14.0,Low_H,Low,H,0.009859154929577466
59,5.0,217.0,31.0,3.0,2.0,48.0,6.0,Low_H,Low,H,0.004225352112676056
60,3.0,134.0,19.14,7.0,9.0,30.0,17.0,Low_H,Low,H,0.011971830985915493
61,4.0,212.0,21.2,6.0,17.0,41.0,40.0,Low_H,Low,H,0.028169014084507043
62,5.0,113.0,18.83,2.0,27.0,19.0,57.0,Low_H,Low,H,0.04014084507042254
63,4.0,164.0,54.67,2.0,28.0,35.0,90.0,Low_H,Low,H,0.06338028169014084
64,6.0,190.0,19.0,4.0,68.0,46.0,99.0,Low_H,Low,H,0.06971830985915493
65,5.0,158.0,26.33,2.0,66.0,30.0,174.0,Low_H,Low,H,0.12253521126760564
66,2.0,134.0,Inf,4.0,4.0,25.0,19.0,Low_H,Low,H,0.013380281690140845
67,4.0,101.0,101.0,2.0,6.0,27.0,20.0,Low_H,Low,H,0.014084507042253521
68,5.0,166.0,16.6,4.0,58.0,30.0,135.0,Low_H,Low,H,0.09507042253521127
69,5.0,184.0,18.4,3.0,46.0,43.0,94.0,Low_H,Low,H,0.06619718309859154
70,4.0,152.0,25.33,3.0,22.0,42.0,68.0,Low_H,Low,H,0.04788732394366197
71,4.0,54.0,7.71,1.0,7.0,19.0,11.0,Low_H,Low,H,0.007746478873239437
72,5.0,164.0,16.4,3.0,81.0,38.0,158.0,Low_H,Low,H,0.11126760563380282
73,4.0,191.0,19.1,3.0,2.0,45.0,18.0,Low_H,Low,H,0.01267605633802817
74,4.0,155.0,15.5,7.0,21.0,32.0,29.0,Low_H,Low,H,0.020422535211267606
75,5.0,222.0,31.71,4.0,28.0,42.0,64.0,Low_H,Low,H,0.04507042253521127
76,5.0,175.0,17.5,4.0,63.0,32.0,122.0,Low_H,Low,H,0.08591549295774648
77,4.0,113.0,Inf,6.0,11.0,21.0,37.0,Low_H,Low,H,0.026056338028169014
78,4.0,164.0,18.22,4.0,81.0,37.0,174.0,Low_H,Low,H,0.12253521126760564
79,4.0,209.0,20.9,3.0,54.0,42.0,105.0,Low_H,Low,H,0.07394366197183098
80,5.0,199.0,19.9,7.0,30.0,46.0,70.0,Low_H,Low,H,0.04929577464788732
81,5.0,169.0,16.9,7.0,57.0,32.0,159.0,Low_H,Low,H,0.1119718309859155
82,3.0,174.0,34.8,3.0,8.0,35.0,16.0,Low_H,Low,H,0.011267605633802818
83,4.0,192.0,19.2,4.0,9.0,41.0,20.0,Low_H,Low,H,0.014084507042253521
84,4.0,95.0,9.5,3.0,44.0,29.0,112.0,Low_H,Low,H,0.07887323943661972
85,5.0,189.0,18.9,3.0,16.0,41.0,41.0,Low_H,Low,H,0.028873239436619718
86,4.0,140.0,70.0,1.0,2.0,41.0,1.0,Low_H,Low,H,0.0007042253521126761
87,3.0,100.0,25.0,1.0,4.0,24.0,2.0,Low_H,Low,H,0.0014084507042253522
88,5.0,120.0,12.0,4.0,23.0,30.0,61.0,Low_H,Low,H,0.04295774647887324
89,5.0,153.0,153.0,3.0,37.0,30.0,67.0,Low_H,Low,H,0.047183098591549295
90,5.0,127.0,25.4,3.0,34.0,31.0,64.0,Low_H,Low,H,0.04507042253521127
91,4.0,189.0,18.9,2.0,36.0,49.0,47.0,Low_H,Low,H,0.03309859154929577
92,4.0,111.0,111.0,3.0,5.0,26.0,19.0,Low_H,Low,H,0.013380281690140845
93,4.0,143.0,47.67,2.0,26.0,32.0,58.0,Low_H,Low,H,0.04084507042253521
94,4.0,171.0,17.1,4.0,38.0,38.0,51.0,Low_H,Low,H,0.03591549295774648
95,6.0,185.0,18.5,5.0,7.0,42.0,23.0,Low_H,Low,H,0.01619718309859155
96,4.0,219.0,43.8,2.0,3.0,43.0,3.0,Low_H,Low,H,0.002112676056338028
97,3.0,133.0,66.5,2.0,26.0,28.0,39.0,Low_H,Low,H,0.027464788732394368
98,3.0,117.0,29.25,3.0,2.0,24.0,5.0,Low_H,Low,H,0.0035211267605633804
99,6.0,141.0,70.5,3.0,29.0,34.0,65.0,Low_H,Low,H,0.045774647887323945
100,4.0,121.0,30.25,3.0,24.0,25.0,17.0,Low_H,Low,H,0.011971830985915493
1,5.0,453.0,226.5,21.0,77.0,51.0,165.0,High_None,High,None,0.11619718309859155
2,5.0,452.0,50.22,9.0,62.0,64.0,113.0,High_None,High,None,0.0795774647887324
3,6.0,362.0,40.22,8.0,118.0,50.0,216.0,High_None,High,None,0.15211267605633802
4,5.0,556.0,55.6,15.0,42.0,50.0,115.0,High_None,High,None,0.08098591549295775
5,6.0,481.0,48.1,8.0,77.0,42.0,200.0,High_None,High,None,0.14084507042253522
6,5.0,472.0,47.2,16.0,73.0,60.0,206.0,High_None,High,None,0.14507042253521127
7,7.0,426.0,85.2,16.0,85.0,47.0,170.0,High_None,High,None,0.11971830985915492
8,7.0,375.0,37.5,6.0,107.0,48.0,244.0,High_None,High,None,0.17183098591549295
9,6.0,315.0,31.5,7.0,133.0,54.0,265.0,High_None,High,None,0.18661971830985916
10,6.0,534.0,534.0,15.0,36.0,53.0,95.0,High_None,High,None,0.06690140845070422
11,6.0,575.0,191.67,13.0,43.0,51.0,141.0,High_None,High,None,0.09929577464788733
12,6.0,386.0,38.6,12.0,101.0,56.0,269.0,High_None,High,None,0.18943661971830986
13,7.0,422.0,84.4,15.0,99.0,49.0,219.0,High_None,High,None,0.15422535211267605
14,5.0,379.0,37.9,9.0,107.0,48.0,197.0,High_None,High,None,0.1387323943661972
15,7.0,402.0,40.2,8.0,117.0,57.0,253.0,High_None,High,None,0.17816901408450705
16,5.0,371.0,37.1,7.0,109.0,63.0,182.0,High_None,High,None,0.12816901408450704
17,6.0,257.0,25.7,5.0,154.0,63.0,245.0,High_None,High,None,0.17253521126760563
18,4.0,430.0,53.75,11.0,81.0,53.0,166.0,High_None,High,None,0.11690140845070422
19,5.0,631.0,157.75,18.0,9.0,62.0,69.0,High_None,High,None,0.048591549295774646
20,6.0,252.0,25.2,3.0,124.0,39.0,235.0,High_None,High,None,0.16549295774647887
21,7.0,357.0,35.7,6.0,107.0,44.0,186.0,High_None,High,None,0.13098591549295774
22,7.0,298.0,29.8,8.0,104.0,39.0,200.0,High_None,High,None,0.14084507042253522
23,5.0,524.0,52.4,13.0,63.0,51.0,119.0,High_None,High,None,0.08380281690140845
24,4.0,394.0,197.0,12.0,85.0,37.0,179.0,High_None,High,None,0.126056338028169
25,5.0,449.0,44.9,13.0,85.0,51.0,134.0,High_None,High,None,0.09436619718309859
26,4.0,517.0,517.0,16.0,32.0,55.0,36.0,High_None,High,None,0.02535211267605634
27,6.0,398.0,39.8,6.0,90.0,47.0,246.0,High_None,High,None,0.1732394366197183
28,5.0,369.0,61.5,9.0,74.0,46.0,143.0,High_None,High,None,0.10070422535211268
29,6.0,529.0,52.9,14.0,49.0,52.0,139.0,High_None,High,None,0.09788732394366197
30,5.0,425.0,42.5,11.0,90.0,50.0,179.0,High_None,High,None,0.126056338028169
31,5.0,552.0,55.2,19.0,44.0,51.0,109.0,High_None,High,None,0.07676056338028169
32,5.0,594.0,59.4,10.0,38.0,70.0,45.0,High_None,High,None,0.03169014084507042
33,6.0,632.0,63.2,16.0,39.0,62.0,104.0,High_None,High,None,0.07323943661971831
34,6.0,382.0,63.67,6.0,104.0,52.0,235.0,High_None,High,None,0.16549295774647887
35,4.0,268.0,89.33,6.0,131.0,34.0,228.0,High_None,High,None,0.16056338028169015
36,6.0,419.0,41.9,4.0,117.0,50.0,263.0,High_None,High,None,0.1852112676056338
37,5.0,501.0,50.1,10.0,72.0,59.0,175.0,High_None,High,None,0.12323943661971831
38,5.0,412.0,41.2,12.0,97.0,60.0,178.0,High_None,High,None,0.12535211267605634
39,5.0,419.0,104.75,11.0,76.0,49.0,153.0,High_None,High,None,0.10774647887323943
40,6.0,300.0,75.0,2.0,136.0,48.0,259.0,High_None,High,None,0.1823943661971831
41,5.0,262.0,52.4,3.0,138.0,42.0,270.0,High_None,High,None,0.19014084507042253
42,5.0,545.0,272.5,17.0,45.0,61.0,87.0,High_None,High,None,0.06126760563380282
43,4.0,374.0,Inf,10.0,48.0,33.0,98.0,High_None,High,None,0.06901408450704226
44,4.0,540.0,54.0,20.0,61.0,64.0,98.0,High_None,High,None,0.06901408450704226
45,4.0,542.0,54.2,13.0,59.0,56.0,142.0,High_None,High,None,0.1
46,5.0,445.0,63.57,12.0,83.0,49.0,208.0,High_None,High,None,0.14647887323943662
47,5.0,399.0,57.0,10.0,110.0,51.0,225.0,High_None,High,None,0.15845070422535212
48,5.0,492.0,164.0,13.0,51.0,48.0,131.0,High_None,High,None,0.09225352112676057
49,6.0,611.0,61.1,15.0,36.0,62.0,145.0,High_None,High,None,0.10211267605633803
50,6.0,658.0,65.8,20.0,28.0,61.0,97.0,High_None,High,None,0.06830985915492958
51,6.0,313.0,31.3,5.0,126.0,53.0,256.0,High_None,High,None,0.18028169014084508
52,5.0,447.0,44.7,6.0,83.0,52.0,191.0,High_None,High,None,0.13450704225352111
53,4.0,371.0,371.0,12.0,78.0,37.0,195.0,High_None,High,None,0.13732394366197184
54,5.0,575.0,575.0,14.0,39.0,52.0,68.0,High_None,High,None,0.04788732394366197
55,5.0,339.0,33.9,8.0,103.0,50.0,212.0,High_None,High,None,0.14929577464788732
56,6.0,388.0,43.11,10.0,105.0,49.0,240.0,High_None,High,None,0.16901408450704225
57,6.0,418.0,41.8,10.0,105.0,45.0,241.0,High_None,High,None,0.16971830985915493
58,5.0,522.0,174.0,8.0,75.0,58.0,101.0,High_None,High,None,0.07112676056338028
59,7.0,276.0,46.0,10.0,124.0,43.0,238.0,High_None,High,None,0.1676056338028169
60,5.0,309.0,309.0,6.0,123.0,44.0,232.0,High_None,High,None,0.16338028169014085
61,5.0,376.0,47.0,4.0,94.0,48.0,160.0,High_None,High,None,0.11267605633802817
62,5.0,314.0,104.67,12.0,117.0,47.0,241.0,High_None,High,None,0.16971830985915493
63,6.0,484.0,96.8,16.0,81.0,68.0,189.0,High_None,High,None,0.13309859154929576
64,5.0,432.0,43.2,11.0,101.0,54.0,173.0,High_None,High,None,0.12183098591549296
65,6.0,352.0,35.2,10.0,99.0,48.0,221.0,High_None,High,None,0.1556338028169014
66,6.0,471.0,67.29,12.0,84.0,62.0,130.0,High_None,High,None,0.09154929577464789
67,5.0,307.0,30.7,5.0,150.0,56.0,267.0,High_None,High,None,0.1880281690140845
68,4.0,543.0,54.3,15.0,41.0,52.0,93.0,High_None,High,None,0.06549295774647887
69,5.0,341.0,37.89,5.0,120.0,60.0,235.0,High_None,High,None,0.16549295774647887
70,5.0,462.0,92.4,7.0,71.0,50.0,150.0,High_None,High,None,0.1056338028169014
71,4.0,371.0,92.75,11.0,99.0,48.0,197.0,High_None,High,None,0.1387323943661972
72,4.0,412.0,82.4,9.0,93.0,61.0,129.0,High_None,High,None,0.09084507042253522
73,5.0,409.0,51.12,9.0,77.0,61.0,109.0,High_None,High,None,0.07676056338028169
74,5.0,597.0,298.5,21.0,15.0,55.0,28.0,High_None,High,None,0.01971830985915493
75,5.0,397.0,39.7,17.0,87.0,57.0,134.0,High_None,High,None,0.09436619718309859
76,6.0,321.0,32.1,6.0,116.0,52.0,247.0,High_None,High,None,0.17394366197183098
77,5.0,693.0,346.5,10.0,16.0,67.0,31.0,High_None,High,None,0.021830985915492956
78,5.0,398.0,44.22,10.0,112.0,52.0,276.0,High_None,High,None,0.19436619718309858
79,5.0,357.0,35.7,13.0,99.0,53.0,202.0,High_None,High,None,0.14225352112676057
80,5.0,558.0,69.75,21.0,46.0,63.0,83.0,High_None,High,None,0.05845070422535211
81,6.0,346.0,34.6,6.0,127.0,59.0,210.0,High_None,High,None,0.14788732394366197
82,6.0,415.0,83.0,7.0,83.0,50.0,164.0,High_None,High,None,0.11549295774647887
83,6.0,353.0,353.0,9.0,101.0,52.0,217.0,High_None,High,None,0.1528169014084507
84,4.0,497.0,49.7,15.0,75.0,46.0,78.0,High_None,High,None,0.054929577464788736
85,5.0,389.0,77.8,10.0,97.0,46.0,200.0,High_None,High,None,0.14084507042253522
86,4.0,327.0,163.5,6.0,103.0,43.0,160.0,High_None,High,None,0.11267605633802817
87,5.0,326.0,326.0,9.0,121.0,42.0,234.0,High_None,High,None,0.1647887323943662
88,5.0,493.0,98.6,11.0,70.0,53.0,119.0,High_None,High,None,0.08380281690140845
89,5.0,546.0,54.6,17.0,46.0,46.0,117.0,High_None,High,None,0.0823943661971831
90,8.0,472.0,47.2,8.0,93.0,66.0,199.0,High_None,High,None,0.14014084507042254
91,5.0,266.0,Inf,7.0,117.0,48.0,232.0,High_None,High,None,0.16338028169014085
92,6.0,585.0,58.5,16.0,34.0,47.0,123.0,High_None,High,None,0.08661971830985915
93,6.0,450.0,64.29,9.0,101.0,56.0,184.0,High_None,High,None,0.1295774647887324
94,5.0,524.0,74.86,15.0,53.0,52.0,102.0,High_None,High,None,0.07183098591549296
95,7.0,629.0,69.89,14.0,47.0,58.0,98.0,High_None,High,None,0.06901408450704226
96,5.0,319.0,159.5,8.0,126.0,46.0,220.0,High_None,High,None,0.15492957746478872
97,5.0,661.0,66.1,20.0,29.0,76.0,74.0,High_None,High,None,0.05211267605633803
98,5.0,341.0,341.0,10.0,106.0,54.0,174.0,High_None,High,None,0.12253521126760564
99,5.0,412.0,51.5,8.0,88.0,42.0,151.0,High_None,High,None,0.10633802816901408
100,5.0,430.0,143.33,13.0,71.0,42.0,135.0,High_None,High,None,0.09507042253521127
1,5.0,244.0,61.0,7.0,121.0,39.0,208.0,High_B,High,B,0.14647887323943662
2,6.0,422.0,42.2,7.0,50.0,55.0,135.0,High_B,High,B,0.09507042253521127
3,5.0,327.0,32.7,7.0,77.0,41.0,131.0,High_B,High,B,0.09225352112676057
4,4.0,295.0,295.0,8.0,84.0,34.0,124.0,High_B,High,B,0.08732394366197183
5,5.0,263.0,26.3,2.0,105.0,50.0,280.0,High_B,High,B,0.19718309859154928
6,6.0,238.0,238.0,3.0,126.0,49.0,219.0,High_B,High,B,0.15422535211267605
7,5.0,508.0,101.6,12.0,7.0,55.0,24.0,High_B,High,B,0.016901408450704224
8,5.0,326.0,54.33,11.0,90.0,53.0,190.0,High_B,High,B,0.13380281690140844
9,5.0,249.0,24.9,5.0,116.0,46.0,174.0,High_B,High,B,0.12253521126760564
10,5.0,218.0,Inf,2.0,122.0,36.0,275.0,High_B,High,B,0.1936619718309859
11,5.0,302.0,30.2,7.0,104.0,55.0,185.0,High_B,High,B,0.13028169014084506
12,6.0,287.0,287.0,11.0,98.0,48.0,180.0,High_B,High,B,0.1267605633802817
13,6.0,250.0,35.71,5.0,133.0,51.0,260.0,High_B,High,B,0.18309859154929578
